n,ms,bfs,dfs,bfs2,dfs2
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
2,100,0.3,0.3,0.3,0.3
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.7,0.5,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.7,0.9,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,1.1,0.7,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.7,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.7,0.7,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.7,0.9,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.7,1.1,0.7,0.9
3,100,0.5,0.9,0.5,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.7,1.1,0.7,0.9
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.5,0.7,0.5
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.7,0.5,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,1.1,0.7,0.9
3,100,0.7,1.1,0.7,0.9
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.7,0.7,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.7,1.1,0.7,0.9
3,100,0.9,0.7,0.9,0.7
3,100,0.9,0.7,0.9,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.9,0.5,0.7
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.7,0.7,0.7
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.7,0.7,0.7,0.7
3,100,0.5,0.9,0.5,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.9,0.9,0.9,0.9
3,100,0.5,0.5,0.5,0.5
3,100,0.7,0.5,0.7,0.5
3,100,0.5,0.5,0.5,0.5
3,100,0.9,0.7,0.9,0.7
3,100,0.5,0.7,0.5,0.7
3,100,0.9,0.9,0.9,0.9
4,100,1.7,1.9,1.7,1.5
4,100,1.7,1.5,1.7,1.5
4,100,0.7,0.7,0.7,0.7
4,100,2.5,1.5,1.9,1.5
4,100,0.9,0.9,0.9,0.9
4,100,1.5,1.7,1.5,1.5
4,100,1.9,1.1,1.3,1.1
4,100,1.7,1.3,1.7,1.3
4,100,1.5,0.7,0.9,0.7
4,100,0.9,1.3,0.9,1.1
4,100,2.1,1.3,1.5,1.3
4,100,1.5,1.5,1.5,1.5
4,100,1.3,1.9,1.3,1.3
4,100,2.3,1.3,2.3,1.3
4,100,1.1,1.1,1.1,1.1
4,100,1.1,1.3,1.1,1.1
4,100,1.5,1.5,1.5,1.5
4,100,1.5,1.3,1.5,1.3
4,100,1.7,0.9,1.1,0.9
4,100,1.5,1.3,1.5,1.3
4,100,1.7,1.9,1.7,1.7
4,100,1.5,1.5,1.5,1.5
4,100,1.1,2.1,1.1,1.1
4,100,1.1,0.9,1.1,0.9
4,100,3.1,1.3,1.5,1.3
4,100,1.9,1.1,1.3,1.1
4,100,1.5,1.3,1.5,1.3
4,100,1.5,1.1,1.5,1.1
4,100,1.5,0.7,0.9,0.7
4,100,0.9,0.7,0.9,0.7
4,100,0.9,0.9,0.9,0.9
4,100,0.9,0.7,0.9,0.7
4,100,0.7,0.7,0.7,0.7
4,100,1.1,0.9,1.1,0.9
4,100,0.7,1.3,0.7,0.9
4,100,0.9,0.9,0.9,0.9
4,100,0.9,2.1,0.9,1.1
4,100,1.7,0.9,1.1,0.9
4,100,0.7,1.7,0.7,0.9
4,100,2.3,1.3,1.7,1.3
4,100,1.1,1.1,1.1,1.1
4,100,0.9,2.3,0.9,1.1
4,100,1.5,2.1,1.5,1.5
4,100,0.9,0.7,0.9,0.7
4,100,0.9,0.7,0.9,0.7
4,100,1.5,0.7,0.9,0.7
4,100,0.7,1.3,0.7,0.9
4,100,0.9,0.9,0.9,0.9
4,100,1.3,1.3,1.3,1.3
4,100,2.3,1.7,1.7,1.5
4,100,1.7,1.9,1.1,1.1
4,100,1.7,1.9,1.1,1.1
4,100,0.7,1.9,0.7,0.9
4,100,0.9,0.7,0.9,0.7
4,100,0.9,1.3,0.9,1.1
4,100,1.1,0.9,1.1,0.9
4,100,1.3,1.3,1.3,1.3
4,100,1.1,0.9,1.1,0.9
4,100,1.9,1.7,1.9,1.7
4,100,1.1,0.9,1.1,0.9
4,100,1.3,1.1,1.3,1.1
4,100,0.7,0.7,0.7,0.7
4,100,3.7,1.9,3.7,1.9
4,100,1.1,1.1,1.1,1.1
4,100,0.9,0.7,0.9,0.7
4,100,1.3,1.1,1.3,1.1
4,100,1.3,1.1,1.3,1.1
4,100,1.5,1.3,1.5,1.3
4,100,1.3,1.1,1.3,1.1
4,100,1.5,0.7,0.9,0.7
4,100,0.9,1.3,0.9,1.1
4,100,1.5,1.1,1.5,1.1
4,100,0.9,0.9,0.9,0.9
4,100,3.5,1.5,3.5,1.5
4,100,1.5,1.7,1.5,1.5
4,100,1.1,0.9,1.1,0.9
4,100,1.7,1.9,1.7,1.7
4,100,1.1,0.9,1.1,0.9
4,100,1.3,1.1,1.3,1.1
4,100,0.7,0.7,0.7,0.7
4,100,2.7,1.7,1.1,1.1
4,100,0.7,1.3,0.7,0.9
4,100,2.3,1.5,2.3,1.5
4,100,1.5,1.1,1.5,1.1
4,100,0.9,0.7,0.9,0.7
4,100,0.7,0.7,0.7,0.7
4,100,2.9,1.5,1.3,1.3
4,100,1.7,1.5,1.7,1.5
4,100,1.3,1.9,1.3,1.3
4,100,1.5,1.7,1.5,1.5
4,100,0.7,1.7,0.7,0.9
4,100,1.1,0.9,1.1,0.9
4,100,1.5,1.5,1.5,1.5
4,100,1.9,1.5,1.9,1.5
4,100,0.9,0.9,0.9,0.9
4,100,1.7,0.9,1.1,0.9
4,100,0.9,0.9,0.9,0.9
4,100,0.7,1.1,0.7,0.9
4,100,1.7,1.3,1.7,1.3
4,100,1.3,1.3,1.3,1.3
4,100,0.9,2.1,0.9,1.1
4,100,1.5,1.5,1.5,1.5
4,100,0.9,0.9,0.9,0.9
4,100,1.5,1.7,1.5,1.5
4,100,1.5,1.5,1.5,1.5
4,100,1.7,0.9,1.1,0.9
4,100,1.1,1.1,1.1,1.1
4,100,0.9,0.9,0.9,0.9
4,100,0.7,1.7,0.7,0.9
4,100,1.1,1.1,1.1,1.1
4,100,1.9,1.1,1.3,1.1
4,100,1.7,1.9,1.1,1.1
4,100,0.7,1.5,0.7,0.9
4,100,1.3,1.1,1.3,1.1
4,100,1.3,1.3,1.3,1.3
4,100,1.9,1.7,1.9,1.7
4,100,1.5,1.1,1.5,1.1
4,100,0.9,0.7,0.9,0.7
4,100,0.7,0.7,0.7,0.7
4,100,0.9,0.7,0.9,0.7
4,100,0.9,0.7,0.9,0.7
4,100,0.9,0.9,0.9,0.9
4,100,0.9,0.7,0.9,0.7
4,100,1.3,1.1,1.3,1.1
4,100,0.9,0.9,0.9,0.9
4,100,1.9,1.7,1.9,1.7
4,100,1.9,1.7,1.9,1.7
4,100,1.3,1.9,1.3,1.3
4,100,1.3,1.1,1.3,1.1
4,100,1.7,0.9,1.1,0.9
4,100,2.1,1.3,1.5,1.3
4,100,0.9,0.9,0.9,0.9
4,100,2.5,1.5,1.9,1.5
4,100,1.7,0.9,1.1,0.9
4,100,1.9,1.7,1.9,1.7
4,100,1.1,1.1,1.1,1.1
4,100,1.5,0.7,0.9,0.7
4,100,1.9,1.7,1.9,1.7
4,100,1.3,1.3,1.3,1.3
4,100,1.1,1.3,1.1,1.1
4,100,2.9,1.9,2.9,1.9
4,100,1.7,0.9,1.1,0.9
4,100,1.1,0.9,1.1,0.9
4,100,1.3,1.1,1.3,1.1
5,100,3.7,1.7,3.7,1.7
5,100,2.5,1.7,2.5,1.7
5,100,0.9,1.9,0.9,1.1
5,100,2.5,1.7,2.5,1.7
5,100,0.9,2.9,0.9,1.1
5,100,0.9,0.9,0.9,0.9
5,100,2.7,3.1,2.1,1.9
5,100,3.5,2.7,3.5,2.7
5,100,1.3,2.3,1.3,1.3
5,100,1.5,1.7,1.5,1.5
5,100,5.7,3.3,5.7,2.7
5,100,5.9,2.5,5.9,2.5
5,100,3.3,2.3,3.3,2.3
5,100,1.9,1.1,1.3,1.1
5,100,3.3,2.1,2.7,2.1
5,100,1.7,1.5,1.7,1.5
5,100,1.1,1.3,1.1,1.3
5,100,3.3,1.5,1.7,1.5
5,100,1.9,1.9,1.9,1.9
5,100,1.9,1.1,1.3,1.1
5,100,2.1,1.3,1.5,1.3
5,100,2.9,1.9,2.9,1.9
5,100,2.9,2.5,2.9,2.5
5,100,7.7,3.3,7.7,2.9
5,100,1.3,1.1,1.3,1.1
5,100,3.7,2.5,2.1,1.9
5,100,1.3,1.9,1.3,1.3
5,100,1.5,2.1,1.5,1.5
5,100,1.7,0.9,1.1,0.9
5,100,2.3,1.5,1.7,1.5
5,100,2.5,1.7,2.5,1.7
5,100,0.9,2.7,0.9,1.1
5,100,1.3,3.7,1.3,1.5
5,100,0.9,0.9,0.9,0.9
5,100,0.9,1.5,0.9,1.1
5,100,1.3,3.5,1.3,1.3
5,100,5.1,1.9,5.1,1.9
5,100,1.7,3.5,1.7,1.7
5,100,3.1,2.3,3.1,2.3
5,100,1.7,0.9,1.1,0.9
5,100,1.3,1.3,1.3,1.3
5,100,3.5,2.3,2.9,2.3
5,100,1.9,3.5,1.3,1.3
5,100,2.7,2.3,2.7,2.3
5,100,1.5,2.3,1.5,1.5
5,100,2.3,3.1,1.7,1.7
5,100,2.7,3.5,2.7,2.1
5,100,2.5,1.9,2.5,1.9
5,100,0.9,3.3,0.9,1.1
5,100,1.3,3.5,1.3,1.5
5,100,1.1,0.9,1.1,0.9
5,100,1.3,1.1,1.3,1.1
5,100,3.5,1.7,1.9,1.7
5,100,3.5,1.9,2.9,1.9
5,100,2.9,2.1,2.9,2.1
5,100,1.1,0.9,1.1,0.9
5,100,1.3,3.5,1.3,1.5
5,100,1.7,2.9,1.7,1.7
5,100,2.1,3.3,1.5,1.5
5,100,4.1,3.3,4.1,2.7
5,100,1.1,2.9,1.1,1.3
5,100,4.5,2.7,4.5,2.7
5,100,3.3,1.7,2.7,1.7
5,100,4.1,2.1,4.1,2.1
5,100,4.7,2.1,1.5,1.5
5,100,1.3,1.1,1.3,1.1
5,100,2.1,1.3,1.5,1.3
5,100,5.3,2.1,5.3,2.1
5,100,1.1,3.1,1.1,1.3
5,100,1.9,1.1,1.3,1.1
5,100,2.9,2.1,2.3,2.1
5,100,1.1,0.9,1.1,0.9
5,100,5.9,2.3,4.3,2.3
5,100,1.5,2.9,1.5,1.5
5,100,3.3,2.1,2.7,2.1
5,100,1.1,0.9,1.1,0.9
5,100,1.5,1.3,1.5,1.3
5,100,1.7,1.3,1.7,1.3
5,100,4.5,2.5,1.5,1.5
5,100,4.7,2.7,4.7,2.7
5,100,1.7,0.9,1.1,0.9
5,100,3.7,2.1,2.5,2.1
5,100,1.9,1.7,1.9,1.7
5,100,6.3,2.3,5.7,2.3
5,100,2.7,2.3,2.7,2.3
5,100,2.3,1.5,1.7,1.5
5,100,3.7,1.7,2.1,1.7
5,100,1.1,3.7,1.1,1.3
5,100,1.1,1.7,1.1,1.3
5,100,2.7,0.9,1.1,0.9
5,100,4.5,2.9,4.5,2.9
5,100,3.7,2.1,2.1,2.1
5,100,0.9,2.3,0.9,1.1
5,100,2.9,2.1,2.3,2.1
5,100,2.9,1.9,2.9,1.9
5,100,2.7,0.9,1.1,0.9
5,100,4.1,2.1,2.5,2.1
5,100,3.5,2.3,2.9,2.3
5,100,1.9,1.1,1.3,1.1
5,100,2.7,0.9,1.1,0.9
5,100,4.5,1.9,3.9,1.9
5,100,2.3,2.3,2.3,2.3
5,100,1.7,1.5,1.7,1.5
5,100,1.7,1.5,1.7,1.5
5,100,1.3,1.1,1.3,1.1
5,100,10.9,2.9,10.3,2.9
5,100,1.1,3.1,1.1,1.3
5,100,1.3,2.1,1.3,1.5
5,100,1.3,1.3,1.3,1.3
5,100,4.7,2.1,3.1,2.1
5,100,1.9,1.9,1.9,1.9
5,100,2.5,1.5,1.9,1.5
5,100,1.7,0.9,1.1,0.9
5,100,3.9,1.9,2.3,1.9
5,100,1.9,1.7,1.9,1.7
5,100,2.5,1.5,2.5,1.5
5,100,5.9,2.5,5.9,2.5
5,100,4.7,1.9,2.5,1.9
5,100,2.1,1.3,1.5,1.3
5,100,1.5,1.5,1.5,1.5
5,100,4.5,2.5,1.3,1.3
5,100,2.9,1.7,2.1,1.7
5,100,3.1,2.7,2.5,2.3
5,100,1.9,1.1,1.3,1.1
5,100,5.9,1.9,2.3,1.9
5,100,1.3,2.9,1.3,1.5
5,100,1.3,1.3,1.3,1.3
5,100,0.9,0.9,0.9,0.9
5,100,2.5,1.7,2.5,1.7
5,100,2.1,1.5,2.1,1.5
5,100,1.9,1.1,1.3,1.1
5,100,5.3,2.3,2.3,1.9
5,100,1.5,1.5,1.5,1.5
5,100,3.7,2.9,3.7,2.9
5,100,2.9,2.1,2.3,2.1
5,100,2.3,2.1,2.3,2.1
5,100,1.9,1.5,1.9,1.5
5,100,5.1,2.7,1.9,1.7
5,100,1.5,3.5,1.5,1.7
5,100,2.7,1.9,2.7,1.9
5,100,2.1,3.3,1.5,1.5
5,100,1.5,2.5,1.5,1.7
5,100,2.9,1.9,2.9,1.9
5,100,5.1,2.7,2.1,1.9
5,100,3.1,2.3,3.1,2.3
5,100,2.9,2.5,2.9,2.5
5,100,1.9,1.1,1.3,1.1
5,100,3.5,2.7,1.9,1.7
5,100,1.3,1.3,1.3,1.3
5,100,1.7,0.9,1.1,0.9
6,100,2.9,2.5,2.9,2.5
6,100,2.9,5.5,2.9,2.3
6,100,2.1,1.3,1.5,1.3
6,100,5.3,3.5,4.7,3.5
6,100,4.3,2.1,2.7,2.1
6,100,2.5,2.1,2.5,1.9
6,100,7.7,2.7,3.1,2.7
6,100,2.1,3.9,2.1,2.1
6,100,1.7,3.3,1.7,1.9
6,100,6.7,2.7,3.1,2.7
6,100,3.3,4.9,3.3,2.7
6,100,2.5,1.7,1.9,1.7
6,100,3.5,4.7,1.9,1.9
6,100,1.3,1.1,1.3,1.1
6,100,3.3,1.5,1.7,1.5
6,100,1.3,1.3,1.3,1.3
6,100,7.1,4.5,2.1,1.9
6,100,2.7,4.9,2.1,2.1
6,100,4.9,4.5,4.9,2.7
6,100,1.5,3.1,1.5,1.7
6,100,11.5,3.3,8.5,3.3
6,100,1.1,3.9,1.1,1.3
6,100,3.3,1.5,1.7,1.5
6,100,3.1,4.3,3.1,3.1
6,100,1.5,4.3,1.5,1.7
6,100,6.1,3.9,6.1,3.9
6,100,1.3,1.3,1.3,1.3
6,100,1.9,1.5,1.9,1.5
6,100,4.5,2.9,1.5,1.5
6,100,4.1,4.3,4.1,3.1
6,100,12.5,2.9,4.9,2.9
6,100,1.7,1.7,1.7,1.7
6,100,10.7,4.7,10.7,4.7
6,100,2.7,1.9,2.1,1.9
6,100,8.9,3.1,3.3,2.9
6,100,6.7,1.7,1.9,1.7
6,100,1.7,2.7,1.7,1.7
6,100,1.7,1.7,1.7,1.7
6,100,2.3,2.1,2.3,2.1
6,100,2.9,4.3,2.9,2.9
6,100,2.1,1.3,1.5,1.3
6,100,4.7,3.9,4.7,3.7
6,100,3.3,2.3,2.7,2.3
6,100,16.3,3.5,6.7,3.3
6,100,8.3,3.5,5.5,3.5
6,100,2.1,2.1,2.1,2.1
6,100,3.9,2.1,2.3,2.1
6,100,3.5,1.7,1.9,1.7
6,100,8.3,4.9,8.3,3.5
6,100,2.5,2.3,2.5,2.3
6,100,4.5,2.7,4.5,2.7
6,100,2.7,2.5,2.7,2.5
6,100,2.1,1.9,2.1,1.9
6,100,1.7,1.7,1.7,1.7
6,100,2.5,2.5,2.5,2.5
6,100,3.1,5.1,3.1,2.5
6,100,6.1,3.1,4.5,3.1
6,100,1.1,1.1,1.1,1.1
6,100,2.9,2.5,2.9,2.5
6,100,2.5,1.7,1.9,1.7
6,100,2.3,2.1,2.3,2.1
6,100,2.7,1.9,2.7,1.9
6,100,2.7,1.9,2.1,1.9
6,100,5.1,3.3,4.5,3.3
6,100,2.9,5.3,2.9,2.3
6,100,4.3,4.1,2.7,2.7
6,100,4.7,2.7,4.7,2.7
6,100,2.1,5.3,2.1,2.1
6,100,12.1,4.7,12.1,4.5
6,100,10.7,3.3,3.7,3.1
6,100,2.3,1.5,1.7,1.5
6,100,3.3,4.5,3.3,2.7
6,100,4.7,1.5,1.7,1.5
6,100,3.9,3.1,3.9,3.1
6,100,2.9,1.9,2.9,1.9
6,100,4.5,3.1,4.5,3.1
6,100,3.3,5.1,2.7,2.3
6,100,9.5,4.1,2.5,2.3
6,100,2.3,2.1,2.3,1.7
6,100,4.3,4.7,4.3,2.5
6,100,3.3,3.5,3.3,2.5
6,100,4.3,2.5,3.7,2.5
6,100,5.3,3.9,5.3,3.9
6,100,3.5,4.3,3.5,2.7
6,100,15.5,2.3,3.3,2.3
6,100,5.3,2.5,2.3,2.3
6,100,4.7,3.7,3.5,2.9
6,100,1.1,2.9,1.1,1.3
6,100,2.9,1.9,2.3,1.9
6,100,3.3,2.1,3.3,2.1
6,100,2.5,2.5,2.5,2.5
6,100,1.9,1.1,1.3,1.1
6,100,6.1,3.9,3.1,2.7
6,100,4.7,1.5,1.7,1.5
6,100,8.5,3.5,5.5,3.5
6,100,3.5,2.5,3.5,2.5
